wavelength, amplitude
656.735, 5632.31
657.06, 2911.06
657.386, 1593.28
657.711, 833.17
658.036, 583.17
658.361, 483.45
658.686, 453.29
659.01, 453.65
659.335, 432.35
659.66, 429.51
659.985, 405.38
660.309, 442.64
660.634, 416.92
660.959, 409.29
661.283, 428.45
661.608, 413.37
661.932, 413.72
662.256, 391.37
662.581, 402.9
662.905, 409.82
663.229, 402.01
663.553, 415.14
663.878, 399.35
664.202, 420.82
664.526, 416.38
664.85, 404.14
665.174, 407.69
665.498, 407.51
665.821, 391.9
666.145, 402.37
666.469, 397.04
666.793, 403.79
667.116, 419.05
667.44, 419.76
667.763, 442.29
668.087, 450.63
668.41, 429.34
668.734, 412.66
669.057, 390.83
669.38, 418.87
669.703, 413.19
670.027, 392.43
670.35, 404.5
670.673, 404.67
670.996, 413.55
671.319, 420.47
671.642, 408.58
671.965, 436.26
672.288, 405.56
672.61, 416.92
672.933, 428.45
673.256, 420.11
673.578, 411.42
673.901, 399
674.224, 392.43
674.546, 380.37
674.868, 389.77
675.191, 406.27
675.513, 434.31
675.836, 432
676.158, 422.77
676.48, 403.96
676.802, 417.8
677.124, 405.03
677.446, 397.93
677.768, 401.66
678.09, 406.09
678.412, 382.85
678.734, 396.34
679.056, 411.24
679.377, 402.72
679.699, 390.83
680.021, 404.14
680.342, 404.85
680.664, 381.61
680.985, 385.69
681.307, 386.04
681.628, 408.58
681.949, 402.01
682.271, 399.17
682.592, 423.66
682.913, 413.37
683.234, 405.03
683.555, 378.06
683.876, 414.43
684.197, 413.37
684.518, 403.08
684.839, 409.64
685.16, 405.92
685.481, 397.93
685.802, 419.4
686.122, 394.03
686.443, 384.27
686.763, 399.35
687.084, 395.98
687.405, 414.79
687.725, 396.69
688.045, 395.63
688.366, 411.95
688.686, 395.98
689.006, 402.37
689.326, 391.01
689.646, 399.71
689.967, 399.53
690.287, 416.38
690.607, 439.1
690.926, 486.12
691.246, 492.68
691.566, 436.61
691.886, 419.22
692.206, 404.85
692.525, 411.42
692.845, 400.77
693.165, 405.74
693.484, 401.48
693.804, 420.64
694.123, 409.29
694.442, 409.11
694.762, 425.26
695.081, 414.43
695.4, 431.82
695.719, 478.31
696.038, 748.36
696.357, 1230.26
696.677, 2198.14
696.995, 2323.23
697.314, 1387.64
697.633, 885.69
697.952, 594.7
698.271, 496.05
698.59, 467.31
698.908, 401.84
699.227, 430.22
699.545, 407.34
699.864, 409.11
700.182, 410.71
700.501, 411.95
700.819, 417.27
701.137, 430.05
701.456, 418.87
