wavelength, amplitude
507.63, 10976.95
507.976, 10854.7
508.322, 10504.09
508.668, 10001.26
509.014, 9316.2
509.36, 8926.38
509.706, 8781.07
510.052, 8407.4
510.398, 8123.69
510.743, 7496.29
511.089, 7258.71
511.435, 7127.24
511.78, 7590.86
512.126, 8139.83
512.471, 8568.86
512.817, 9240.08
513.162, 10008.18
513.508, 10397.99
513.853, 10529.47
514.198, 11385.21
514.543, 12070.27
514.889, 12496.99
515.234, 12584.64
515.579, 13269.7
515.924, 14070.09
516.269, 15627.04
516.614, 17855.21
516.959, 20454.75
517.304, 22491.47
517.648, 25598.46
517.993, 29385.89
518.338, 34887.12
518.683, 40600.56
519.027, 46851.43
519.372, 51863.66
519.716, 54310.96
520.061, 51180.91
520.405, 33051.07
520.75, 14416.08
521.094, 8098.31
521.439, 6326.85
521.783, 6151.55
522.127, 6479.08
522.471, 6308.4
522.815, 5849.38
523.159, 6080.04
523.504, 6536.75
523.848, 6594.41
524.192, 7390.19
524.535, 7593.17
524.879, 7759.24
525.223, 7876.88
525.567, 8303.6
525.911, 8677.27
526.254, 8977.13
526.598, 8940.22
526.942, 8884.86
527.285, 8340.51
527.629, 7946.08
527.972, 7814.6
528.316, 7325.6
528.659, 7320.99
529.002, 6915.03
529.346, 6728.2
529.689, 6499.84
530.032, 6255.34
530.375, 6170
530.718, 6349.91
531.061, 6617.48
531.404, 7028.05
531.747, 7251.79
532.09, 7016.52
532.433, 7037.28
532.776, 7314.07
533.119, 7334.83
533.461, 7773.08
533.804, 7775.39
534.147, 7657.75
534.489, 7846.89
534.832, 7869.96
535.174, 7798.46
535.517, 8008.36
535.859, 8442
536.202, 8089.09
536.544, 7819.22
536.886, 7115.7
537.229, 6808.93
537.571, 6951.94
537.913, 7108.78
538.255, 7111.09
538.597, 7069.57
538.939, 7251.79
539.281, 7060.35
539.623, 7184.9
539.965, 7002.68
540.307, 6649.77
540.648, 5854
540.99, 5556.45
541.332, 5443.42
541.674, 5480.33
542.015, 5498.78
542.357, 5478.02
542.698, 5399.6
543.04, 5521.85
543.381, 5480.33
543.722, 5512.62
544.064, 5374.22
544.405, 5547.22
544.746, 5394.98
545.087, 5388.06
545.429, 5367.3
545.77, 5376.53
546.111, 5376.53
546.452, 5752.51
546.793, 5678.69
547.134, 5780.18
547.474, 5794.02
547.815, 5531.07
548.156, 5168.94
548.497, 4975.18
548.837, 4822.95
549.178, 5014.4
549.519, 4910.6
549.859, 4952.12
550.2, 4707.62
550.54, 4756.06
550.881, 5062.83
551.221, 5090.51
551.561, 5341.93
551.901, 5381.14
552.242, 5353.46
552.582, 5383.45
552.922, 5567.98
553.262, 5904.74
553.602, 6437.56
553.942, 6820.46
554.282, 6968.08
554.622, 7263.33
554.962, 7274.86
555.302, 7574.72
555.641, 7978.37
555.981, 8813.36
556.321, 9431.53
556.66, 9519.18
557, 9964.35
557.339, 10684.01
557.679, 11475.17
558.018, 12250.19
558.358, 13581.09
558.697, 15347.94
559.036, 17359.3
559.376, 19324.52
559.715, 21981.71
560.054, 25072.55
560.393, 28267.19
560.732, 31381.09
561.071, 31510.26
561.41, 28193.38
561.749, 17716.82
562.088, 9313.89
562.427, 6391.43
562.766, 6183.84
563.104, 6121.56
563.443, 5773.27
563.782, 5630.26
564.12, 5683.31
564.459, 5602.58
564.797, 5537.99
565.136, 5812.48
565.474, 6086.96
565.813, 5941.65
566.151, 5676.39
566.489, 5962.41
566.827, 6675.14
567.166, 7288.7
567.504, 7842.28
567.842, 8656.51
568.18, 8716.48
568.518, 8531.95
568.856, 8312.83
569.194, 8312.83
569.531, 8319.75
569.869, 8026.81
570.207, 7473.23
570.545, 7030.36
570.882, 6725.89
571.22, 6181.53
571.558, 5807.86
571.895, 5484.94
572.233, 5074.37
572.57, 4760.67
572.907, 4691.47
573.245, 4403.15
573.582, 4430.83
573.919, 4257.83
574.257, 4147.12
